,x1,x2,t,x3
123,-15.075075075075075,-15.934199211739505,0.0,240.20924937817512
124,-15.035035035035035,-15.380069704480112,0.0,231.23988684813943
125,-14.994994994994995,-7.926807562902891,0.0,118.86243973201732
126,-14.954954954954955,-17.85127496889779,0.0,266.96501304838137
127,-14.914914914914915,-16.766594912109117,0.0,250.0723365269528
128,-14.874874874874875,-25.644630155551354,0.0,381.46066477626937
129,-14.834834834834835,-26.675627853675877,0.0,395.7285333248013
130,-14.794794794794795,-17.828512393183274,0.0,263.7691823536024
131,-14.754754754754755,-11.24549773096043,0.0,165.92456111547222
132,-14.714714714714715,-29.758095804771273,0.0,437.88189022035806
133,-14.674674674674675,-21.73802370444844,0.0,318.9984259331473
134,-14.634634634634635,-12.27829179958329,0.0,179.68831442433202
135,-14.594594594594595,-9.832911155657246,0.0,143.50735200148415
136,-14.554554554554555,-22.529867644726064,0.0,327.912187742059
137,-14.514514514514515,-17.48634018257408,0.0,253.80573838570984
138,-14.474474474474475,-20.450236284008152,0.0,296.0064230898477
139,-14.434434434434435,-12.538346436572871,0.0,180.98393955493574
140,-14.394394394394395,-7.465840039132633,0.0,107.46624600873601
141,-14.354354354354355,-9.78012502610903,0.0,140.38738025465815
142,-14.314314314314315,-20.354660206615485,0.0,291.36300395856
143,-14.274274274274275,-31.31882047232569,0.0,447.05343336873307
144,-14.234234234234235,-8.768269310531721,0.0,124.80959919495604
145,-14.194194194194194,-19.260797988457725,0.0,273.39150698331383
146,-14.154154154154154,-17.78741299664711,0.0,251.76578555814828
147,-14.114114114114114,-7.654847116536187,0.0,108.04138572888913
148,-14.074074074074074,-13.115933042621354,0.0,184.5946131924487
149,-14.034034034034034,-11.726683345619255,0.0,164.57267317876074
150,-13.993993993993994,-15.868729800249232,0.0,222.06690951700128
151,-13.953953953953954,-9.383560279678854,0.0,130.93776806679
152,-13.913913913913914,-15.099585517624051,0.0,210.09433302800232
153,-13.873873873873874,-9.308881028025343,0.0,129.15024128972098
154,-13.833833833833834,-8.961428718044758,0.0,123.97091579917773
155,-13.793793793793794,-16.764254873379485,0.0,231.24267482999932
156,-13.753753753753754,-22.026844875779958,0.0,302.95180039361026
157,-13.713713713713714,-17.460541247195902,0.0,239.4488639505344
158,-13.673673673673674,-10.39324917298774,0.0,142.11389760061314
159,-13.633633633633634,-21.293383421991905,0.0,290.3061883959257
160,-13.593593593593594,-11.358540066897923,0.0,154.40337748595977
161,-13.553553553553552,-13.077541148486,0.0,177.24715430480524
162,-13.513513513513512,-28.6503183875117,0.0,387.166464696104
163,-13.473473473473472,-14.651056153131403,0.0,197.40061643758625
164,-13.433433433433432,-23.328263273926105,0.0,313.3786718078962
165,-13.393393393393392,-19.127590020805183,0.0,256.1833378161895
166,-13.353353353353352,-17.67678097632886,0.0,236.04430252675374
167,-13.313313313313312,-14.055557840687234,0.0,187.12604532646665
168,-13.273273273273272,-23.882623929038616,0.0,317.00059389294495
169,-13.233233233233232,-2.3023508596330906,0.0,30.467545910259716
170,-13.193193193193192,-18.733244007874163,0.0,247.15130733111255
171,-13.153153153153152,-21.762881850941262,0.0,286.25051803940755
172,-13.113113113113112,-11.044536309893507,0.0,144.82825391351844
173,-13.073073073073072,-19.472039154072853,0.0,254.55939074293437
174,-13.033033033033032,-25.333229571990444,0.0,330.16881784516073
175,-12.992992992992992,-10.136809462863997,0.0,131.70749432229698
176,-12.952952952952952,-19.358801258847144,0.0,250.75364193141343
177,-12.912912912912912,-8.030267748718954,0.0,103.69414810658108
178,-12.872872872872872,-18.664606552380747,0.0,240.26710737098736
179,-12.832832832832832,-7.412638995891933,0.0,95.12515708441899
180,-12.792792792792792,-13.728381988401997,0.0,175.62434615793543
181,-12.752752752752752,-19.321758713422387,0.0,246.4056116206218
182,-12.712712712712712,-15.94737562918037,0.0,202.73440489548616
183,-12.672672672672672,-13.05928764452731,0.0,165.4960776573731
184,-12.632632632632632,-14.51106457065171,0.0,183.31294782945403
185,-12.592592592592592,-10.94059302834507,0.0,137.77043072730828
186,-12.552552552552552,-16.7103279095825,0.0,209.75726925541994
187,-12.512512512512512,-9.320414325155568,0.0,116.6218008653099
188,-12.472472472472472,-11.778746468159365,0.0,146.91009108435003
189,-12.432432432432432,-13.83727036198995,0.0,172.0309288247399
190,-12.392392392392392,-5.910853893144106,0.0,73.24962081794196
191,-12.352352352352352,-14.038138680131647,0.0,173.4040353481727
192,-12.312312312312311,-12.236982770723028,0.0,150.66555363352677
193,-12.272272272272271,-9.68741288467466,0.0,118.88656853464597
194,-12.232232232232231,-29.160945470168443,0.0,356.7034571025609
195,-12.192192192192191,-11.288202649074229,0.0,137.62793620192602
196,-12.152152152152151,-14.536687501447265,0.0,176.65203830587566
197,-12.112112112112111,-13.457916773667955,0.0,163.0037967581404
198,-12.072072072072071,-11.650926618711289,0.0,140.65082584750564
199,-12.032032032032031,-7.409460643434761,0.0,89.15086780188771
200,-11.991991991991991,-15.71929992230325,0.0,188.5057187879809
201,-11.951951951951951,-9.610007058455096,0.0,114.85834262057442
202,-11.911911911911911,-19.386716572963266,0.0,230.9328600783412
203,-11.871871871871871,-22.308397973998325,0.0,264.84244241403417
204,-11.831831831831831,-12.036873982959557,0.0,142.41826874732928
205,-11.791791791791791,-25.96888473031687,0.0,306.21968180493764
206,-11.751751751751751,-2.6718299607419578,0.0,31.398682421532115
207,-11.711711711711711,-20.69778316555692,0.0,242.40646950652248
208,-11.671671671671671,-7.882004574203585,0.0,91.99616950471852
209,-11.631631631631631,-26.295185422264947,0.0,305.8559105172359
210,-11.591591591591591,-20.998544061016606,0.0,243.40654677334564
211,-11.551551551551551,-16.799544034156533,0.0,194.0607989531195
212,-11.511511511511511,-12.485108754223187,0.0,143.72247314671336
213,-11.471471471471471,-17.967683367814963,0.0,206.1157671623218
214,-11.431431431431431,-20.133767727021024,0.0,230.1577852278079
215,-11.391391391391391,-16.49611615544572,0.0,187.9137155645368
216,-11.35135135135135,-6.5434234292746325,0.0,74.27669838636069
217,-11.31131131131131,-21.4202086161824,0.0,242.290648010872
218,-11.27127127127127,-11.365128574795897,0.0,128.0994471994012
219,-11.23123123123123,-20.26026340633725,0.0,227.54770312222615
220,-11.19119119119119,-13.384429237839472,0.0,149.78770658563093
221,-11.15115115115115,-1.666831082046075,0.0,18.587085339332607
222,-11.11111111111111,-6.963630975788609,0.0,77.37367750876233
223,-11.07107107107107,-5.644269771276063,0.0,62.48811178209535
224,-11.03103103103103,-1.689597372185986,0.0,18.638001042532096
225,-10.99099099099099,-18.581733178502922,0.0,204.231661961924
226,-10.95095095095095,-4.09627725857206,0.0,44.858131340118454
227,-10.91091091091091,-20.150515281091117,0.0,219.86047704093411
228,-10.87087087087087,-14.43941215749032,0.0,156.96898501536023
229,-10.83083083083083,2.7178000827741506,0.0,-29.436032928544854
230,-10.79079079079079,-10.636446684679406,0.0,114.77567093177576
231,-10.75075075075075,-15.225399701264067,0.0,163.68447726884492
232,-10.71071071071071,-19.792871316322618,0.0,211.99571880345545
233,-10.67067067067067,-15.60978339772975,0.0,166.5668578776768
234,-10.63063063063063,-10.41696063537342,0.0,110.73886080847419
235,-10.59059059059059,-13.508317559389548,0.0,143.06106083918058
236,-10.55055055055055,-15.678735409384746,0.0,165.41929050542063
237,-10.51051051051051,-2.173061381480382,0.0,22.839984490034045
238,-10.47047047047047,-15.076630631441363,0.0,157.85941582069736
239,-10.43043043043043,-15.34652074778333,0.0,160.0708170089112
240,-10.39039039039039,-17.580394480992712,0.0,182.66716187457894
241,-10.35035035035035,-12.435696905210003,0.0,128.7138198196911
242,-10.31031031031031,-8.34089819178114,0.0,85.99724862396971
243,-10.27027027027027,-4.079234927468377,0.0,41.89484520102658
244,-10.23023023023023,-4.237008151243139,0.0,43.34556887457946
245,-10.19019019019019,-16.83297623964601,0.0,171.53122934894532
246,-10.15015015015015,-14.115161191051406,0.0,143.27100548274402
247,-10.11011011011011,-11.251088529914224,0.0,113.74974389602968
248,-10.07007007007007,-8.411951359335909,0.0,84.70893961453378
249,-10.03003003003003,-10.152117533912477,0.0,101.82604373353657
250,-9.98998998998999,-8.771398008240688,0.0,87.6261783005426
251,-9.94994994994995,-15.658136467605557,0.0,155.7976741621614
252,-9.90990990990991,-13.254935087505993,0.0,131.35521257888823
253,-9.86986986986987,-4.531097034055652,0.0,44.72133809388261
254,-9.82982982982983,-10.405623007747817,0.0,102.28550343952308
255,-9.78978978978979,-17.391144711791952,0.0,170.25565093225754
256,-9.74974974974975,3.583419163649598,0.0,-34.93744009404113
257,-9.70970970970971,-0.7486889141751796,0.0,7.269552019518761
258,-9.66966966966967,-10.202198872247301,0.0,98.65189299890784
259,-9.62962962962963,-19.47628425500908,0.0,187.54940393712448
260,-9.58958958958959,-16.457588954787678,0.0,157.82152371057654
261,-9.54954954954955,-4.893555640026021,0.0,46.73125205790615
262,-9.50950950950951,-13.593216120153661,0.0,129.2648179594192
263,-9.46946946946947,-9.116225413502,0.0,86.32581822995888
264,-9.42942942942943,-15.022545138616357,0.0,141.65402923500108
265,-9.38938938938939,-13.1288724928034,0.0,123.27209607857446
266,-9.34934934934935,-8.149278887330109,0.0,76.19045526292615
267,-9.30930930930931,-19.571148414650935,0.0,182.19387413038407
268,-9.26926926926927,-8.026754866671183,0.0,74.40215221759276
269,-9.22922922922923,-18.52544876326101,0.0,170.975613210477
270,-9.18918918918919,-12.868644272416105,0.0,118.25240682760746
271,-9.14914914914915,1.8540247076643865,0.0,-16.962748576629124
272,-9.10910910910911,-8.184294582647535,0.0,74.551632334427
273,-9.06906906906907,-8.94347606038215,0.0,81.10900210917144
274,-9.02902902902903,-12.41228454619597,0.0,112.07087748417183
275,-8.98898898898899,-10.546739598558787,0.0,94.8045261211791
276,-8.94894894894895,-9.307199251099373,0.0,83.28965095578418
277,-8.90890890890891,-14.170132914745636,0.0,126.24042336460077
278,-8.86886886886887,-15.727906769529465,0.0,139.48874272075182
279,-8.82882882882883,-3.6184746444539986,0.0,31.94689325734161
280,-8.78878878878879,-2.3665701190505652,0.0,20.79928493019416
281,-8.74874874874875,-6.639724050075605,0.0,58.08927747513593
282,-8.70870870870871,-1.438895769457515,0.0,12.530924118398781
283,-8.66866866866867,-13.4442731209225,0.0,116.54394917636522
284,-8.62862862862863,-2.714822836785645,0.0,23.425198051143404
285,-8.588588588588589,-13.303090397214937,0.0,114.25477037848265
286,-8.548548548548549,-6.5374959147054055,0.0,55.886101212796966
287,-8.508508508508509,-1.364404288816801,0.0,11.609045500443253
288,-8.468468468468469,-5.207079100456537,0.0,44.09598517503734
289,-8.428428428428429,-17.598279036658884,0.0,148.3258353239918
290,-8.388388388388389,-4.954816612428235,0.0,41.562926138286905
291,-8.348348348348349,-5.25633958227357,0.0,43.88175387003161
292,-8.308308308308309,-15.790550952326022,0.0,131.19276566997596
293,-8.268268268268269,-3.7518778115212736,0.0,31.021532255421143
294,-8.228228228228229,-13.42259363535055,0.0,110.44416384642795
295,-8.188188188188189,-17.746431736593422,0.0,145.31112272806226
296,-8.148148148148149,-6.464655731294517,0.0,52.674972625362734
297,-8.108108108108109,-12.454122486947545,0.0,100.97937151579092
298,-8.068068068068069,-19.89486902812488,0.0,160.51315752421075
299,-8.028028028028029,-7.756510573133338,0.0,62.26948428081018
300,-7.987987987987989,-13.972501396803676,0.0,111.61217331981315
301,-7.947947947947949,-8.694044155976187,0.0,69.09981040885978
302,-7.907907907907909,-13.070483729379081,0.0,103.36018164373849
303,-7.867867867867869,-7.795151205595943,0.0,61.33121969567979
304,-7.827827827827829,-4.560449032000158,0.0,35.698409840081325
305,-7.787787787787789,1.5343016744715925,0.0,-11.948815843232223
306,-7.7477477477477485,-7.88600236616284,0.0,61.09875707117156
307,-7.7077077077077085,-9.710602964964592,0.0,74.8464893195469
308,-7.6676676676676685,-11.17525244418058,0.0,85.68812184426753
309,-7.6276276276276285,-17.490855037272524,0.0,133.4137291131298
310,-7.5875875875875884,-13.748286506237774,0.0,104.31632804532767
311,-7.547547547547548,-11.944473853616824,0.0,90.15148434061147
312,-7.507507507507508,-2.9423154806134555,0.0,22.08945556016108
313,-7.467467467467468,-15.426485572154418,0.0,115.19677914741939
314,-7.427427427427428,-6.200670669860453,0.0,46.055031401766335
315,-7.387387387387388,-10.548519643510554,0.0,77.92600097007798
316,-7.347347347347348,-5.983005489451121,0.0,43.959219512083315
317,-7.307307307307308,1.2669275174236159,0.0,-9.257828705898296
318,-7.267267267267268,-8.613769989629567,0.0,62.59856869340407
319,-7.227227227227228,-8.494775429343163,0.0,61.39367227212977
320,-7.187187187187188,-10.456206740575677,0.0,75.15071511244582
321,-7.147147147147146,-6.6052984130877945,0.0,47.209039709156
322,-7.107107107107106,-13.62186165529482,0.0,96.81202978237559
323,-7.067067067067066,-16.91434598304628,0.0,119.5348174577645
324,-7.027027027027026,-8.046998939689216,0.0,56.546479035653945
325,-6.986986986986986,-9.705271509929215,0.0,67.81060574505096
326,-6.946946946946946,0.42175031481171565,0.0,-2.9298770618551617
327,-6.906906906906906,-7.591112958089686,0.0,52.431110521340166
328,-6.866866866866866,0.5239388095175705,0.0,-3.5978180513418754
329,-6.826826826826826,-13.253411657731284,0.0,90.47874625197933
330,-6.786786786786786,-8.143274911343687,0.0,55.26667056947967
331,-6.746746746746746,-11.51440803012213,0.0,77.68479491794109
332,-6.706706706706706,-7.973574181690447,0.0,53.47642344076676
333,-6.666666666666666,-10.397714936692672,0.0,69.31809957795114
334,-6.626626626626626,8.14941906060268,0.0,-54.00315733852827
335,-6.586586586586586,-13.488655055289144,0.0,88.84419445826082
336,-6.546546546546546,-7.841723027295277,0.0,51.33620480331442
337,-6.506506506506506,-8.485862571730431,0.0,55.21332003628408
338,-6.466466466466466,-12.428940942878821,0.0,80.37132982081799
339,-6.426426426426426,-11.488746679385784,0.0,73.83158526692365
340,-6.386386386386386,4.361337159278557,0.0,-27.853184260457652
341,-6.346346346346346,-9.489457097912993,0.0,60.22338138215052
342,-6.306306306306306,-3.4357348746677783,0.0,21.666796506913915
343,-6.266266266266266,-8.014906269009538,0.0,50.223536780780485
344,-6.226226226226226,-3.197425477959283,0.0,19.90789436727401
345,-6.186186186186186,-5.769346126806906,0.0,35.69024931297965
346,-6.146146146146146,-9.550143619219844,0.0,58.696578400410246
347,-6.106106106106106,1.614037264492013,0.0,-9.855482796197476
348,-6.066066066066066,-9.898675741788,0.0,60.04602101625153
349,-6.026026026026026,3.412163491070614,0.0,-20.56178600224734
350,-5.985985985985986,-7.6104656375394555,0.0,45.55614065313908
351,-5.945945945945946,-7.321207111078053,0.0,43.53150174154518
352,-5.905905905905906,-4.266858909246142,0.0,25.199667231784023
353,-5.865865865865866,-10.713857597638798,0.0,62.84605157373709
354,-5.8258258258258255,-19.927568687469748,0.0,116.0945443053793
355,-5.7857857857857855,-8.337654504804025,0.0,48.23988292068795
356,-5.7457457457457455,-8.845236288891861,0.0,50.8224787770163
357,-5.7057057057057055,-0.3265220669196749,0.0,1.8630388202624093
358,-5.665665665665665,-3.8396079940100134,0.0,21.753935181277953
359,-5.625625625625625,-1.6203627815642996,0.0,9.115554386778141
360,-5.585585585585585,-8.359152032202468,0.0,46.69075909878856
361,-5.545545545545545,-1.3383115150992824,0.0,7.421667461111135
362,-5.505505505505505,-6.722998380217215,0.0,37.01350459579047
363,-5.465465465465465,4.827958616184295,0.0,-26.387041085451703
364,-5.425425425425425,-10.966274775265124,0.0,59.49670598792489
365,-5.385385385385385,-2.738766404672429,0.0,14.749312569707374
366,-5.345345345345345,-5.112409261268056,0.0,27.327593048219637
367,-5.305305305305305,-12.194749235879314,0.0,64.69686781797834
368,-5.265265265265265,8.612034469841712,0.0,-45.34464595732473
369,-5.225225225225225,-4.9341060096717175,0.0,25.781815185672038
370,-5.185185185185185,-16.072829831479826,0.0,83.34059912619169
371,-5.145145145145145,-19.90991264704829,0.0,102.43939039622444
372,-5.105105105105105,-1.4155182835200852,0.0,7.226369615568003
373,-5.065065065065065,-0.43183411639547487,0.0,2.1872678968579606
374,-5.025025025025025,-2.7566843307964817,0.0,13.852407748346685
375,-4.984984984984985,-8.265168171965232,0.0,41.201739235622476
376,-4.944944944944945,3.7624812050677257,0.0,-18.605262415450014
377,-4.904904904904905,1.5779124212169355,0.0,-7.739510374337321
378,-4.864864864864865,-10.804559623288988,0.0,52.562722491676155
379,-4.824824824824825,8.071982127951042,0.0,-38.9458997564805
380,-4.784784784784785,5.513874787712428,0.0,-26.382704189454863
381,-4.744744744744745,2.5929202977098624,0.0,-12.302744956100849
382,-4.704704704704705,5.472627561747095,0.0,-25.747096636848195
383,-4.664664664664665,-8.112272774718695,0.0,37.841032162351475
384,-4.624624624624625,-16.567822806475977,0.0,76.61996132724626
385,-4.584584584584585,-2.8362291982845003,0.0,13.002932660803815
386,-4.544544544544545,-11.826796394822887,0.0,53.74740303553144
387,-4.504504504504505,-13.577636156574439,0.0,61.16052322781279
388,-4.464464464464465,-7.143558509668537,0.0,31.892163116237914
389,-4.424424424424425,0.6581654975250073,0.0,-2.9120035025630955
390,-4.384384384384385,2.608053495506047,0.0,-11.434709019335822
391,-4.344344344344345,0.015328028421735418,0.0,-0.06659023358391564
392,-4.3043043043043046,-1.0866716394835665,0.0,4.67736541519453
393,-4.2642642642642645,-14.854128648376962,0.0,63.34192997205792
394,-4.2242242242242245,2.1885202302210125,0.0,-9.244800171704378
395,-4.1841841841841845,2.397562293863772,0.0,-10.03184223058115
396,-4.1441441441441444,0.13434772830845798,0.0,-0.5567563515485646
397,-4.104104104104104,-4.69160088193122,0.0,19.254818434352355
398,-4.064064064064064,-15.262915904843277,0.0,62.029468041705414
399,-4.024024024024024,5.788863769485402,0.0,-23.294526880211528
400,-3.9839839839839826,-3.041099860139176,0.0,12.115693136490407
401,-3.9439439439439425,1.7613166948375891,0.0,-6.946534311972071
402,-3.9039039039039025,0.31011460527189705,0.0,-1.2106576181785766
403,-3.8638638638638625,-5.4446973096140585,0.0,21.037569184294554
404,-3.8238238238238225,3.1144331562694303,0.0,-11.90904370064987
405,-3.7837837837837824,4.614850513261382,0.0,-17.461596536664683
406,-3.7437437437437424,2.857802110685981,0.0,-10.698878772738302
407,-3.7037037037037024,-2.7776767874537764,0.0,10.287691805384354
408,-3.6636636636636624,-2.1391697799591283,0.0,7.8371985932436505
409,-3.6236236236236223,-9.771221163602508,0.0,35.40722784008115
410,-3.5835835835835823,-2.871562231514609,0.0,10.290483272094392
411,-3.5435435435435423,-8.081708302958003,0.0,28.637885277749067
412,-3.5035035035035023,-8.73354778793173,0.0,30.59801527303408
413,-3.4634634634634622,1.1451945563313886,0.0,-3.966339504411014
414,-3.423423423423422,-6.743673239104447,0.0,23.086448926663863
415,-3.383383383383382,1.1828222747289354,0.0,-4.001941229813614
416,-3.343343343343342,-7.415612381002904,0.0,24.79293829084053
417,-3.303303303303302,11.570463204636885,0.0,-38.22074932462633
418,-3.263263263263262,-10.877260125780026,0.0,35.49536337341629
419,-3.223223223223222,-5.046577805698664,0.0,16.266246781130825
420,-3.183183183183182,-10.229765898910452,0.0,32.56321877731254
421,-3.143143143143142,4.631751004278841,0.0,-14.5582564098454
422,-3.103103103103102,-1.728877891193378,0.0,5.364886349048518
423,-3.063063063063062,-12.185766447262948,0.0,37.32577109972433
424,-3.023023023023022,-8.5606296660389,0.0,25.878980572009475
425,-2.982982982982982,-0.9149654800477817,0.0,2.7293264569993876
426,-2.942942942942942,4.611142530609195,0.0,-13.570329369360389
427,-2.902902902902902,-3.6643267933806993,0.0,10.637184885689715
428,-2.862862862862862,6.998996776571955,0.0,-20.03716794894473
429,-2.822822822822822,3.3184557058521977,0.0,-9.3674125030062
430,-2.782782782782782,-16.991196262658484,0.0,47.28280841860918
431,-2.7427427427427418,-1.539063928810499,0.0,4.221256421362128
432,-2.7027027027027017,2.5772524374533106,0.0,-6.965547128252188
433,-2.6626626626626617,-0.859190628563034,0.0,2.287734806784454
